timestamp,ch1_celsius,ch2_celsius,ch3_celsius,ch4_celsius
2025-12-03T19:57:16.584857,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:17.612274,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:18.636699,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:19.661099,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:20.685232,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:21.709766,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:22.734817,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:23.759132,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:24.782804,23.3,23.2,ERROR,ERROR
2025-12-03T19:57:25.807965,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:26.832732,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:27.857601,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:28.881721,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:29.906929,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:30.931218,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:31.955612,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:32.979697,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:34.004149,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:35.027478,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:36.051744,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:37.076259,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:38.101267,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:39.124662,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:40.149339,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:41.174252,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:42.199253,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:43.223828,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:44.248127,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:45.272768,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:46.296768,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:47.321138,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:48.344407,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:49.368727,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:50.401012,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:51.425729,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:52.450663,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:53.475260,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:54.499389,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:55.523650,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:56.547958,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:57.572589,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:58.597698,23.3,23.1,ERROR,ERROR
2025-12-03T19:57:59.622830,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:00.647106,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:01.670616,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:02.694885,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:03.719542,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:04.744725,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:05.770056,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:06.793987,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:07.818457,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:08.843021,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:09.867969,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:10.892117,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:11.916675,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:12.940960,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:13.966722,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:14.991652,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:16.016564,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:17.041361,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:18.066985,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:19.091079,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:20.116889,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:21.140413,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:22.164725,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:23.191267,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:24.217367,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:25.241996,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:26.267048,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:27.291733,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:28.317608,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:29.342022,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:30.367236,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:31.391728,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:32.415741,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:33.440550,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:34.465543,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:35.490905,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:36.516439,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:37.542236,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:38.567367,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:39.592011,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:40.616437,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:41.642016,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:42.667783,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:43.692271,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:44.716668,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:45.741675,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:46.767863,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:47.792278,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:48.815694,23.3,23.1,ERROR,ERROR
2025-12-03T19:58:49.840110,23.3,23.1,ERROR,ERROR
